
[START] task=easy seed=1
[STEP] step=1 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=16 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.0625}
[STEP] step=17 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.058823529411764705}
[STEP] step=18 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.05555555555555555}
[STEP] step=19 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.05263157894736842}
[STEP] step=20 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.05}
[STEP] step=21 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.047619047619047616}
[STEP] step=22 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.045454545454545456}
[STEP] step=23 actions=[0, 5] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 23, 'collision_rate': 0.043478260869565216}
[STEP] step=24 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 24, 'collision_rate': 0.041666666666666664}
[STEP] step=25 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 25, 'collision_rate': 0.04}
[STEP] step=26 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 26, 'collision_rate': 0.038461538461538464}
[STEP] step=27 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 27, 'collision_rate': 0.037037037037037035}
[STEP] step=28 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 28, 'collision_rate': 0.03571428571428571}
[STEP] step=29 actions=[0, 5] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 29, 'collision_rate': 0.034482758620689655}
[STEP] step=30 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 30, 'collision_rate': 0.03333333333333333}
[STEP] step=31 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 31, 'collision_rate': 0.03225806451612903}
[STEP] step=32 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 32, 'collision_rate': 0.03125}
[STEP] step=33 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 33, 'collision_rate': 0.030303030303030304}
[STEP] step=34 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 34, 'collision_rate': 0.029411764705882353}
[STEP] step=35 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 35, 'collision_rate': 0.02857142857142857}
[STEP] step=36 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 36, 'collision_rate': 0.027777777777777776}
[STEP] step=37 actions=[5, 0] info={'deliveries': 1, 'total_deliveries': 3, 'step_count': 37, 'collision_rate': 0.05405405405405406}
[STEP] step=38 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 38, 'collision_rate': 0.05263157894736842}
[STEP] step=39 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 39, 'collision_rate': 0.05128205128205128}
[STEP] step=40 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 40, 'collision_rate': 0.05}
[STEP] step=41 actions=[6, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 41, 'collision_rate': 0.04878048780487805}
[STEP] step=42 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 42, 'collision_rate': 0.07142857142857142}
[STEP] step=43 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 43, 'collision_rate': 0.06976744186046512}
[STEP] step=44 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 44, 'collision_rate': 0.06818181818181818}
[STEP] step=45 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 45, 'collision_rate': 0.06666666666666667}
[STEP] step=46 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 46, 'collision_rate': 0.06521739130434782}
[STEP] step=47 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 47, 'collision_rate': 0.06382978723404255}
[STEP] step=48 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 48, 'collision_rate': 0.0625}
[STEP] step=49 actions=[6, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 49, 'collision_rate': 0.061224489795918366}
[STEP] step=50 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 50, 'collision_rate': 0.06}
[STEP] step=51 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 51, 'collision_rate': 0.058823529411764705}
[STEP] step=52 actions=[6, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 52, 'collision_rate': 0.057692307692307696}
[STEP] step=53 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 53, 'collision_rate': 0.05660377358490566}
[STEP] step=54 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 54, 'collision_rate': 0.05555555555555555}
[STEP] step=55 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 55, 'collision_rate': 0.07272727272727272}
[STEP] step=56 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 56, 'collision_rate': 0.07142857142857142}
[STEP] step=57 actions=[6, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 57, 'collision_rate': 0.07017543859649122}
[STEP] step=58 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 58, 'collision_rate': 0.06896551724137931}
[STEP] step=59 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 59, 'collision_rate': 0.06779661016949153}
[STEP] step=60 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 60, 'collision_rate': 0.08333333333333333}
[STEP] step=61 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 61, 'collision_rate': 0.08196721311475409}
[STEP] step=62 actions=[6, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 62, 'collision_rate': 0.08064516129032258}
[STEP] step=63 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 63, 'collision_rate': 0.07936507936507936}
[STEP] step=64 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 64, 'collision_rate': 0.078125}
[STEP] step=65 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 65, 'collision_rate': 0.09230769230769231}
[STEP] step=66 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 66, 'collision_rate': 0.09090909090909091}
[STEP] step=67 actions=[6, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 67, 'collision_rate': 0.08955223880597014}
[STEP] step=68 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 68, 'collision_rate': 0.08823529411764706}
[STEP] step=69 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 69, 'collision_rate': 0.08695652173913043}
[STEP] step=70 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 70, 'collision_rate': 0.1}
[STEP] step=71 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 71, 'collision_rate': 0.09859154929577464}
[STEP] step=72 actions=[6, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 72, 'collision_rate': 0.09722222222222222}
[STEP] step=73 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 73, 'collision_rate': 0.0958904109589041}
[STEP] step=74 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 74, 'collision_rate': 0.0945945945945946}
[STEP] step=75 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 75, 'collision_rate': 0.10666666666666667}
[STEP] step=76 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 76, 'collision_rate': 0.10526315789473684}
[STEP] step=77 actions=[6, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 77, 'collision_rate': 0.1038961038961039}
[STEP] step=78 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 78, 'collision_rate': 0.10256410256410256}
[STEP] step=79 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 79, 'collision_rate': 0.10126582278481013}
[STEP] step=80 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 80, 'collision_rate': 0.1125}
[END] task=medium score=0.95

[START] task=medium seed=7
[STEP] step=1 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 1.0}
[STEP] step=2 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 1.0}
[STEP] step=3 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 1.0}
[STEP] step=4 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 1.0}
[STEP] step=5 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 1.0}
[STEP] step=6 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 1.0}
[STEP] step=7 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 1.0}
[STEP] step=8 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 1.0}
[STEP] step=9 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 1.0}
[STEP] step=10 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 1.0}
[STEP] step=11 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 1.0}
[STEP] step=12 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 1.0}
[STEP] step=13 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 1.0}
[STEP] step=14 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 1.0}
[STEP] step=15 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 1.0}
[STEP] step=16 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 1.0}
[STEP] step=17 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 1.0}
[STEP] step=18 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 1.0}
[STEP] step=19 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 1.0}
[STEP] step=20 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 1.0}
[STEP] step=21 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 1.0}
[STEP] step=22 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 1.0}
[STEP] step=23 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 1.0}
[STEP] step=24 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 1.0}
[STEP] step=25 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 25, 'collision_rate': 1.0}
[STEP] step=26 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 26, 'collision_rate': 1.0}
[STEP] step=27 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 27, 'collision_rate': 1.0}
[STEP] step=28 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 28, 'collision_rate': 1.0}
[STEP] step=29 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 29, 'collision_rate': 1.0}
[STEP] step=30 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 30, 'collision_rate': 1.0}
[STEP] step=31 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 31, 'collision_rate': 1.0}
[STEP] step=32 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 32, 'collision_rate': 1.0}
[STEP] step=33 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 33, 'collision_rate': 1.0}
[STEP] step=34 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 34, 'collision_rate': 1.0}
[STEP] step=35 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 35, 'collision_rate': 1.0}
[STEP] step=36 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 36, 'collision_rate': 1.0}
[STEP] step=37 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 37, 'collision_rate': 1.0}
[STEP] step=38 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 38, 'collision_rate': 1.0}
[STEP] step=39 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 39, 'collision_rate': 1.0}
[STEP] step=40 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 40, 'collision_rate': 1.0}
[STEP] step=41 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 41, 'collision_rate': 1.0}
[STEP] step=42 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 42, 'collision_rate': 1.0}
[STEP] step=43 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 43, 'collision_rate': 1.0}
[STEP] step=44 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 44, 'collision_rate': 1.0}
[STEP] step=45 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 45, 'collision_rate': 1.0}
[STEP] step=46 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 46, 'collision_rate': 1.0}
[STEP] step=47 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 47, 'collision_rate': 0.9787234042553191}
[STEP] step=48 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 48, 'collision_rate': 0.9583333333333334}
[STEP] step=49 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 49, 'collision_rate': 0.9387755102040817}
[STEP] step=50 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 50, 'collision_rate': 0.94}
[STEP] step=51 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 51, 'collision_rate': 0.9411764705882353}
[STEP] step=52 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 52, 'collision_rate': 0.9423076923076923}
[STEP] step=53 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 53, 'collision_rate': 0.9433962264150944}
[STEP] step=54 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 54, 'collision_rate': 0.9444444444444444}
[STEP] step=55 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 55, 'collision_rate': 0.9454545454545454}
[STEP] step=56 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 56, 'collision_rate': 0.9464285714285714}
[STEP] step=57 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 57, 'collision_rate': 0.9473684210526315}
[STEP] step=58 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 58, 'collision_rate': 0.9482758620689655}
[STEP] step=59 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 59, 'collision_rate': 0.9491525423728814}
[STEP] step=60 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 60, 'collision_rate': 0.95}
[STEP] step=61 actions=[0, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 61, 'collision_rate': 0.9508196721311475}
[STEP] step=62 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 62, 'collision_rate': 0.9516129032258065}
[STEP] step=63 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 63, 'collision_rate': 0.9523809523809523}
[STEP] step=64 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 64, 'collision_rate': 0.953125}
[STEP] step=65 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 65, 'collision_rate': 0.9538461538461539}
[STEP] step=66 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 66, 'collision_rate': 0.9545454545454546}
[STEP] step=67 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 67, 'collision_rate': 0.9552238805970149}
[STEP] step=68 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 68, 'collision_rate': 0.9558823529411765}
[STEP] step=69 actions=[0, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 69, 'collision_rate': 0.9565217391304348}
[STEP] step=70 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 70, 'collision_rate': 0.9571428571428572}
[STEP] step=71 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 71, 'collision_rate': 0.9577464788732394}
[STEP] step=72 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 72, 'collision_rate': 0.9583333333333334}
[STEP] step=73 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 73, 'collision_rate': 0.958904109589041}
[STEP] step=74 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 74, 'collision_rate': 0.9594594594594594}
[STEP] step=75 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 75, 'collision_rate': 0.96}
[STEP] step=76 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 76, 'collision_rate': 0.9605263157894737}
[STEP] step=77 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 77, 'collision_rate': 0.961038961038961}
[STEP] step=78 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 78, 'collision_rate': 0.9615384615384616}
[STEP] step=79 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 79, 'collision_rate': 0.9620253164556962}
[STEP] step=80 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 80, 'collision_rate': 0.9625}
[END] task=medium score=0.00

[START] task=medium seed=42
[STEP] step=1 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.25}
[STEP] step=5 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.2}
[STEP] step=6 actions=[6, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.3333333333333333}
[STEP] step=7 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.2857142857142857}
[STEP] step=8 actions=[0, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.375}
[STEP] step=9 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.4444444444444444}
[STEP] step=10 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.4}
[STEP] step=11 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.36363636363636365}
[STEP] step=12 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.3333333333333333}
[STEP] step=13 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.3076923076923077}
[STEP] step=14 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.2857142857142857}
[STEP] step=15 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.26666666666666666}
[STEP] step=16 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.25}
[STEP] step=17 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.23529411764705882}
[STEP] step=18 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.2222222222222222}
[STEP] step=19 actions=[1, 5] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 19, 'collision_rate': 0.2631578947368421}
[STEP] step=20 actions=[6, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 20, 'collision_rate': 0.25}
[STEP] step=21 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 21, 'collision_rate': 0.23809523809523808}
[STEP] step=22 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 22, 'collision_rate': 0.22727272727272727}
[STEP] step=23 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 23, 'collision_rate': 0.21739130434782608}
[STEP] step=24 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 24, 'collision_rate': 0.20833333333333334}
[STEP] step=25 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 25, 'collision_rate': 0.24}
[STEP] step=26 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 26, 'collision_rate': 0.2692307692307692}
[STEP] step=27 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 27, 'collision_rate': 0.2962962962962963}
[STEP] step=28 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 28, 'collision_rate': 0.32142857142857145}
[STEP] step=29 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 29, 'collision_rate': 0.3448275862068966}
[STEP] step=30 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 30, 'collision_rate': 0.36666666666666664}
[STEP] step=31 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 31, 'collision_rate': 0.3870967741935484}
[STEP] step=32 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 32, 'collision_rate': 0.40625}
[STEP] step=33 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 33, 'collision_rate': 0.42424242424242425}
[STEP] step=34 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 34, 'collision_rate': 0.4411764705882353}
[STEP] step=35 actions=[4, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 35, 'collision_rate': 0.45714285714285713}
[STEP] step=36 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 36, 'collision_rate': 0.4722222222222222}
[STEP] step=37 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 37, 'collision_rate': 0.4864864864864865}
[STEP] step=38 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 38, 'collision_rate': 0.5}
[STEP] step=39 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 39, 'collision_rate': 0.5128205128205128}
[STEP] step=40 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 40, 'collision_rate': 0.525}
[STEP] step=41 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 41, 'collision_rate': 0.5365853658536586}
[STEP] step=42 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 42, 'collision_rate': 0.5476190476190477}
[STEP] step=43 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 43, 'collision_rate': 0.5581395348837209}
[STEP] step=44 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 44, 'collision_rate': 0.5681818181818182}
[STEP] step=45 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 45, 'collision_rate': 0.5777777777777777}
[STEP] step=46 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 46, 'collision_rate': 0.5869565217391305}
[STEP] step=47 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 47, 'collision_rate': 0.5957446808510638}
[STEP] step=48 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 48, 'collision_rate': 0.6041666666666666}
[STEP] step=49 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 49, 'collision_rate': 0.5918367346938775}
[STEP] step=50 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 50, 'collision_rate': 0.58}
[STEP] step=51 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 51, 'collision_rate': 0.5686274509803921}
[STEP] step=52 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 52, 'collision_rate': 0.5576923076923077}
[STEP] step=53 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 53, 'collision_rate': 0.5471698113207547}
[STEP] step=54 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 54, 'collision_rate': 0.5370370370370371}
[STEP] step=55 actions=[5, 0] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 55, 'collision_rate': 0.5272727272727272}
[STEP] step=56 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 56, 'collision_rate': 0.5357142857142857}
[STEP] step=57 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 57, 'collision_rate': 0.5263157894736842}
[STEP] step=58 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 58, 'collision_rate': 0.5172413793103449}
[STEP] step=59 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 59, 'collision_rate': 0.5254237288135594}
[STEP] step=60 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 60, 'collision_rate': 0.5333333333333333}
[STEP] step=61 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 61, 'collision_rate': 0.5409836065573771}
